card_id,customer_id,card1,card2,card3,network,card5,card_type,home_region,home_country,n_txns,n_online,n_in_person,median_amt,p95_amt,max_amt,n_regions,n_products,top_products,first_seen,last_seen
C06224-K1,C06224,17503,"","","","","",325.0,87.0,5,0,5,471.87,2170.33,2594.92,3,1,W,2016-09-30 14:04:07,2016-12-09 00:39:58
C06224-K2,C06224,17503,583.0,150.0,visa,226.0,credit,299.0,87.0,6766,4498,2268,106.96,774.04,5094.88,65,5,R|C|S|W|H,2016-07-03 00:45:08,2016-12-31 23:55:35
C06225-K1,C06225,11300,555.0,106.0,visa,137.0,debit,"","",8,8,0,52.68,83.23,87.23,1,1,C,2016-08-06 15:47:39,2016-12-19 00:10:13
C06226-K1,C06226,16919,555.0,150.0,visa,226.0,debit,299.0,87.0,3,0,3,225.91,324.07,334.98,1,1,W,2016-10-05 02:17:53,2016-10-28 21:46:39
C06227-K1,C06227,13959,225.0,150.0,mastercard,224.0,debit,448.0,87.0,10,2,8,63.79,131.27,149.98,1,2,W|H,2016-07-10 16:43:22,2016-11-28 16:16:58
C06228-K1,C06228,10046,111.0,150.0,mastercard,135.0,credit,204.0,87.0,29,16,13,100.08,1684.27,2489.59,7,5,R|C|W|H|S,2016-07-15 14:43:15,2016-12-31 17:19:19
C06229-K1,C06229,22548,555.0,150.0,mastercard,216.0,credit,204.0,87.0,3,3,0,1400.09,1400.09,1400.09,1,1,R,2016-09-20 18:13:35,2016-09-25 00:17:13
C06230-K1,C06230,19881,390.0,150.0,mastercard,224.0,debit,337.0,87.0,2,0,2,51.76,58.36,59.09,1,1,W,2016-07-17 18:59:15,2016-09-13 16:28:43
C06231-K1,C06231,19103,543.0,150.0,mastercard,117.0,debit,264.0,87.0,3,0,3,47.91,110.03,116.93,1,1,W,2016-08-23 23:16:56,2016-11-12 01:44:25
C06232-K1,C06232,17434,555.0,210.0,visa,102.0,credit,"","",1,1,0,11.75,11.75,11.75,1,1,C,2016-09-01 05:34:27,2016-09-01 05:34:27
C06233-K1,C06233,11182,555.0,150.0,visa,166.0,debit,512.0,87.0,1,0,1,48.98,48.98,48.98,1,1,W,2016-09-29 13:52:15,2016-09-29 13:52:15
C06234-K1,C06234,15245,555.0,119.0,mastercard,137.0,credit,"","",2,2,0,97.51,126.16,129.34,1,1,C,2016-07-17 22:40:42,2016-10-03 15:46:50
C06235-K1,C06235,14460,555.0,150.0,visa,226.0,credit,299.0,87.0,4,1,3,92.9,113.55,117.05,2,2,W|C,2016-07-11 16:11:34,2016-09-13 01:59:44
C06236-K1,C06236,22233,555.0,162.0,visa,226.0,debit,"","",3,3,0,27.11,39.81,41.22,1,1,C,2016-10-10 17:01:20,2016-12-11 19:30:28
C06237-K1,C06237,11418,534.0,150.0,visa,226.0,debit,191.0,87.0,28,2,26,49.48,70.71,117.06,1,2,W|H,2016-07-03 20:43:28,2016-12-02 17:00:40
C06238-K1,C06238,20075,555.0,150.0,visa,226.0,debit,485.0,87.0,23,0,23,103.99,203.39,209.87,1,1,W,2016-07-07 21:28:13,2016-10-10 23:00:39
C06239-K1,C06239,12916,512.0,150.0,mastercard,195.0,debit,170.0,87.0,2,1,1,1342.3,2527.79,2659.51,1,2,S|W,2016-07-21 00:25:31,2016-09-18 20:38:18
C06240-K1,C06240,10027,399.0,150.0,american express,236.0,credit,441.0,87.0,10,10,0,100.02,617.48,999.94,8,3,R|H|S,2016-07-19 15:39:37,2016-12-25 16:07:55
C06241-K1,C06241,18250,512.0,150.0,mastercard,224.0,debit,476.0,87.0,11,1,10,59.0,134.02,160.02,1,2,W|H,2016-07-15 15:31:06,2016-12-24 02:04:17
C06242-K1,C06242,17300,555.0,150.0,visa,226.0,debit,387.0,87.0,4,1,3,251.24,540.13,590.89,1,2,R|W,2016-07-24 16:07:42,2016-10-07 20:48:40
C06243-K1,C06243,12887,555.0,117.0,mastercard,224.0,debit,284.0,60.0,19,19,0,21.7,78.43,120.1,2,1,C,2016-08-29 19:04:41,2016-12-25 23:16:51
C06244-K1,C06244,16547,399.0,150.0,american express,237.0,credit,325.0,87.0,3,3,0,99.98,100.03,100.03,3,2,R|H,2016-07-09 23:18:11,2016-10-27 22:06:57
C06245-K1,C06245,16931,554.0,150.0,mastercard,224.0,debit,181.0,87.0,1,0,1,54.5,54.5,54.5,1,1,W,2016-10-02 17:26:16,2016-10-02 17:26:16
C06246-K1,C06246,13471,555.0,150.0,visa,226.0,debit,512.0,87.0,5,0,5,36.01,45.56,47.95,1,1,W,2016-07-29 03:49:10,2016-12-08 02:56:07
C06247-K1,C06247,14875,238.0,185.0,visa,102.0,credit,216.0,60.0,45,45,0,35.21,85.24,125.47,4,1,C,2016-07-09 22:05:48,2016-12-29 16:33:13
C06248-K1,C06248,22862,310.0,150.0,mastercard,224.0,debit,191.0,87.0,1,0,1,80.05,80.05,80.05,1,1,W,2016-07-02 01:03:12,2016-07-02 01:03:12
C06249-K1,C06249,10022,555.0,162.0,visa,226.0,credit,"","",2,2,0,22.95,29.53,30.26,1,1,C,2016-09-08 16:26:37,2016-12-25 17:02:52
C06250-K1,C06250,11148,555.0,150.0,visa,226.0,debit,226.0,87.0,6,1,5,107.92,128.24,134.98,1,2,W|H,2016-09-29 23:38:16,2016-11-05 19:35:22
C06251-K1,C06251,10036,555.0,150.0,visa,226.0,debit,476.0,87.0,1,1,0,99.92,99.92,99.92,1,1,R,2016-08-01 22:43:41,2016-08-01 22:43:41
C06252-K1,C06252,15842,555.0,141.0,mastercard,219.0,credit,"","",1,1,0,27.52,27.52,27.52,1,1,C,2016-11-01 05:53:23,2016-11-01 05:53:23
C06253-K1,C06253,15845,555.0,150.0,mastercard,224.0,debit,308.0,87.0,58,3,55,67.88,210.0,311.86,3,3,W|H|R,2016-07-02 15:52:02,2016-12-24 00:24:28
C06254-K1,C06254,18011,555.0,150.0,visa,226.0,debit,433.0,87.0,8,2,6,43.92,107.94,107.98,1,2,H|W,2016-07-23 23:01:16,2016-12-07 23:33:58
C06255-K1,C06255,13970,390.0,150.0,mastercard,224.0,debit,191.0,87.0,2,1,1,98.97,99.92,100.03,2,2,R|W,2016-07-20 16:19:39,2016-08-19 17:17:09
C06256-K1,C06256,16561,420.0,150.0,mastercard,224.0,debit,226.0,87.0,4,0,4,107.95,107.98,107.99,1,1,W,2016-07-24 02:59:08,2016-10-11 03:28:06
C06257-K1,C06257,16085,517.0,150.0,mastercard,224.0,debit,330.0,87.0,264,263,1,19.93,30.01,39.99,3,2,W|S,2016-07-11 17:36:48,2016-12-31 11:29:46
C06258-K1,C06258,16340,555.0,159.0,visa,226.0,debit,299.0,87.0,1,1,0,250.08,250.08,250.08,1,1,R,2016-12-18 20:44:58,2016-12-18 20:44:58
C06259-K1,C06259,21999,555.0,162.0,mastercard,126.0,debit,296.0,19.0,8,8,0,49.9,74.44,74.98,2,2,C|H,2016-08-23 03:36:11,2016-12-29 03:03:19
C06260-K1,C06260,13006,390.0,150.0,mastercard,195.0,debit,269.0,87.0,2,0,2,41.52,48.25,49.0,1,1,W,2016-10-02 23:33:32,2016-10-17 13:33:15
C06261-K1,C06261,19266,399.0,150.0,american express,223.0,credit,330.0,87.0,2,2,0,99.93,99.93,99.93,2,1,R,2016-07-24 01:19:35,2016-10-15 18:13:37
C06262-K1,C06262,23514,390.0,150.0,mastercard,224.0,debit,110.0,87.0,20,0,20,44.03,118.43,317.45,1,1,W,2016-08-02 19:19:56,2016-12-04 00:57:55
C06263-K1,C06263,20988,555.0,177.0,visa,137.0,debit,"","",1,1,0,91.89,91.89,91.89,1,1,C,2016-09-02 18:38:05,2016-09-02 18:38:05
C06264-K1,C06264,18685,555.0,150.0,visa,226.0,debit,269.0,87.0,2,0,2,38.95,47.91,48.91,1,1,W,2016-07-06 20:09:24,2016-08-16 19:46:06
C06265-K1,C06265,16380,555.0,119.0,visa,102.0,credit,"","",27,27,0,41.21,41.37,54.58,1,1,C,2016-07-07 19:06:39,2016-12-05 04:35:35
C06266-K1,C06266,13718,517.0,150.0,mastercard,224.0,debit,181.0,87.0,5,2,3,99.98,161.6,175.01,1,2,R|W,2016-07-11 14:09:37,2016-10-04 20:10:48
C06267-K1,C06267,11478,543.0,150.0,mastercard,117.0,debit,327.0,87.0,6,2,4,59.03,175.07,200.07,2,2,R|W,2016-07-04 20:22:06,2016-12-12 21:48:34
C06268-K1,C06268,17721,555.0,150.0,visa,226.0,debit,315.0,87.0,39,0,39,77.96,1000.04,1103.91,2,1,W,2016-07-04 14:43:14,2016-12-27 12:10:10
C06269-K1,C06269,12080,321.0,150.0,mastercard,195.0,credit,299.0,87.0,18,11,7,99.99,693.77,970.03,6,2,R|W,2016-07-15 08:35:31,2016-12-16 21:49:41
C06270-K1,C06270,22623,399.0,150.0,american express,150.0,credit,433.0,87.0,6,6,0,100.04,262.52,300.02,3,1,R,2016-07-13 21:49:33,2016-11-16 17:00:57
C06271-K1,C06271,14636,390.0,150.0,mastercard,117.0,debit,476.0,87.0,13,0,13,30.89,113.97,116.93,2,1,W,2016-07-15 13:40:24,2016-12-19 15:58:23
C06272-K1,C06272,10785,"",150.0,visa,226.0,debit,143.0,87.0,1,0,1,209.89,209.89,209.89,1,1,W,2016-09-12 00:45:11,2016-09-12 00:45:11
C06273-K1,C06273,13021,555.0,210.0,visa,102.0,credit,"","",3,3,0,90.8,90.82,90.82,1,1,C,2016-10-26 08:57:47,2016-10-27 02:27:27
C06274-K1,C06274,20632,555.0,150.0,visa,226.0,debit,110.0,87.0,13,0,13,96.98,214.56,232.06,1,1,W,2016-07-06 17:00:13,2016-12-10 05:58:57
C06275-K1,C06275,11706,555.0,150.0,visa,226.0,credit,325.0,87.0,4,0,4,606.48,1096.04,1096.06,1,1,W,2016-07-08 23:48:07,2016-11-07 21:30:50
C06276-K1,C06276,19189,399.0,150.0,american express,133.0,credit,337.0,87.0,5,5,0,200.05,250.03,250.05,5,1,R,2016-07-06 03:01:40,2016-12-24 02:23:31
C06277-K1,C06277,22505,555.0,150.0,visa,226.0,debit,191.0,87.0,7,0,7,49.09,59.07,59.09,2,1,W,2016-07-16 19:45:55,2016-08-26 02:00:03
C06278-K1,C06278,15841,575.0,150.0,visa,226.0,debit,476.0,87.0,2,0,2,166.98,220.18,226.09,1,1,W,2016-07-16 23:44:24,2016-10-04 22:41:38
C06279-K1,C06279,22938,439.0,144.0,mastercard,224.0,credit,536.0,96.0,84,79,5,41.84,199.98,334.94,10,4,R|C|W|H,2016-07-04 03:31:44,2016-12-28 19:33:10
C06280-K1,C06280,13207,555.0,150.0,visa,226.0,debit,170.0,87.0,1,1,0,14.92,14.92,14.92,1,1,H,2016-07-31 04:35:47,2016-07-31 04:35:47
C06281-K1,C06281,14752,162.0,150.0,visa,226.0,credit,337.0,87.0,6,1,5,205.42,209.95,209.95,2,2,W|H,2016-07-22 16:50:10,2016-12-26 19:46:28
C06282-K1,C06282,10377,555.0,150.0,visa,226.0,debit,272.0,87.0,2,1,1,104.04,107.63,108.03,1,2,W|R,2016-08-01 20:14:00,2016-12-05 21:16:23
C06283-K1,C06283,16273,"",150.0,visa,226.0,credit,325.0,87.0,1,1,0,50.06,50.06,50.06,1,1,R,2016-12-25 22:46:50,2016-12-25 22:46:50
C06284-K1,C06284,14533,555.0,150.0,visa,226.0,debit,444.0,87.0,1,0,1,76.97,76.97,76.97,1,1,W,2016-09-10 22:07:22,2016-09-10 22:07:22
C06285-K1,C06285,19632,555.0,150.0,visa,226.0,debit,264.0,87.0,4,1,3,78.02,100.82,103.97,1,2,H|W,2016-07-16 16:22:23,2016-10-10 12:49:04
C06286-K1,C06286,12443,111.0,150.0,visa,226.0,debit,204.0,87.0,21,4,17,199.91,445.08,474.93,4,3,R|H|W,2016-07-09 01:25:42,2016-12-20 18:33:50
C06287-K1,C06287,10478,162.0,150.0,visa,226.0,debit,469.0,87.0,9,0,9,57.99,135.75,170.99,2,1,W,2016-08-25 00:57:27,2016-12-03 16:09:03
C06288-K1,C06288,19007,418.0,150.0,visa,195.0,debit,264.0,87.0,32,0,32,170.99,226.02,475.08,1,1,W,2016-07-07 16:52:54,2016-07-18 23:36:35
C06289-K1,C06289,22391,555.0,150.0,visa,226.0,debit,476.0,87.0,1,0,1,91.99,91.99,91.99,1,1,W,2016-09-19 16:57:27,2016-09-19 16:57:27
C06290-K1,C06290,12481,194.0,150.0,mastercard,229.0,debit,272.0,87.0,3,2,1,116.97,146.77,150.08,3,2,R|W,2016-07-19 00:06:50,2016-08-31 17:28:04
C06291-K1,C06291,12089,555.0,150.0,visa,226.0,credit,177.0,87.0,1,1,0,49.91,49.91,49.91,1,1,H,2016-07-23 16:50:41,2016-07-23 16:50:41
C06292-K1,C06292,16257,555.0,150.0,mastercard,117.0,debit,441.0,87.0,3,0,3,209.86,495.3,527.02,1,1,W,2016-07-16 22:25:22,2016-10-14 17:56:11
C06293-K1,C06293,19622,555.0,150.0,visa,226.0,debit,315.0,87.0,4,0,4,59.02,82.83,87.02,1,1,W,2016-09-12 20:09:16,2016-12-17 19:51:25
C06294-K1,C06294,14078,555.0,150.0,visa,226.0,debit,476.0,87.0,1,0,1,279.99,279.99,279.99,1,1,W,2016-12-17 12:48:38,2016-12-17 12:48:38
C06295-K1,C06295,21035,399.0,150.0,american express,102.0,credit,264.0,87.0,22,22,0,150.05,297.47,300.03,10,3,S|R|H,2016-07-07 20:38:42,2016-12-25 21:19:45
C06296-K1,C06296,16430,532.0,150.0,mastercard,224.0,debit,485.0,87.0,27,5,22,42.99,220.32,249.99,4,3,R|W|H,2016-07-08 00:37:31,2016-12-27 04:09:14
C06297-K1,C06297,22354,310.0,150.0,mastercard,224.0,debit,512.0,87.0,5,0,5,58.99,158.56,171.05,1,1,W,2016-08-04 21:35:30,2016-12-07 17:07:39
C06298-K1,C06298,14571,555.0,150.0,visa,226.0,credit,512.0,87.0,3,1,2,47.87,202.3,219.46,2,2,W|C,2016-08-22 20:30:29,2016-12-20 23:59:14
C06299-K1,C06299,13236,404.0,150.0,mastercard,102.0,credit,330.0,87.0,127,28,99,171.03,938.13,5279.91,24,4,S|W|H|R,2016-07-05 15:46:39,2016-12-30 02:10:12
C06300-K1,C06300,11367,"","","","","",143.0,87.0,1,0,1,54.06,54.06,54.06,1,1,W,2016-12-11 23:30:12,2016-12-11 23:30:12
C06300-K2,C06300,11367,310.0,150.0,mastercard,224.0,debit,143.0,87.0,22,3,19,107.9,247.93,996.87,3,3,R|W|H,2016-07-11 15:21:25,2016-12-25 02:49:01
C06301-K1,C06301,18823,555.0,150.0,visa,195.0,debit,299.0,87.0,4,3,1,150.01,303.85,330.99,1,2,R|W,2016-07-17 18:25:43,2016-09-08 23:09:01
C06302-K1,C06302,11540,520.0,150.0,american express,190.0,credit,469.0,87.0,7,7,0,100.05,200.01,200.02,3,1,R,2016-07-07 22:59:26,2016-12-17 15:49:07
C06303-K1,C06303,14201,593.0,150.0,visa,226.0,debit,485.0,87.0,366,5,361,64.44,307.15,2549.92,12,4,W|H|R|C,2016-07-06 16:21:33,2016-12-31 18:49:55
C06304-K1,C06304,18093,555.0,217.0,visa,137.0,credit,"","",1,1,0,20.88,20.88,20.88,1,1,C,2016-11-24 12:42:47,2016-11-24 12:42:47
C06305-K1,C06305,15894,127.0,150.0,mastercard,224.0,debit,225.0,87.0,15,0,15,57.96,276.91,311.95,2,1,W,2016-07-14 14:22:35,2016-12-13 00:14:28
C06306-K1,C06306,19975,497.0,150.0,visa,195.0,debit,299.0,87.0,2,0,2,557.93,962.95,1007.95,1,1,W,2016-07-02 23:06:04,2016-11-19 00:17:04
C06307-K1,C06307,17870,399.0,150.0,american express,236.0,credit,204.0,87.0,6,6,0,99.98,137.49,149.98,5,1,R,2016-07-15 11:03:04,2016-12-27 13:46:00
C06308-K1,C06308,22352,481.0,150.0,mastercard,135.0,credit,387.0,87.0,12,10,2,224.99,958.17,1560.91,10,3,R|W|S,2016-07-09 02:20:23,2016-12-22 13:57:24
C06309-K1,C06309,17264,555.0,150.0,visa,226.0,debit,436.0,87.0,2,0,2,121.0,133.64,135.04,1,1,W,2016-07-10 01:30:27,2016-10-07 21:17:01
C06310-K1,C06310,21459,595.0,150.0,mastercard,166.0,debit,384.0,87.0,2,0,2,49.01,49.02,49.02,1,1,W,2016-08-23 17:31:21,2016-08-23 17:58:22
C06311-K1,C06311,19238,543.0,150.0,mastercard,224.0,debit,325.0,87.0,38,0,38,107.94,309.15,693.96,1,1,W,2016-07-05 19:29:26,2016-12-28 00:11:05
C06312-K1,C06312,13474,"",150.0,visa,162.0,credit,299.0,87.0,1,1,0,199.97,199.97,199.97,1,1,H,2016-07-23 02:51:21,2016-07-23 02:51:21
C06313-K1,C06313,14409,555.0,150.0,visa,226.0,debit,325.0,87.0,21,3,18,107.95,149.89,225.94,2,2,W|H,2016-07-04 15:32:12,2016-12-08 13:21:32
C06314-K1,C06314,10684,555.0,150.0,visa,226.0,debit,143.0,87.0,40,0,40,47.92,249.92,311.9,1,1,W,2016-07-06 22:48:09,2016-12-31 11:25:48
C06315-K1,C06315,10919,149.0,147.0,mastercard,219.0,credit,"","",8,8,0,50.18,95.27,98.81,1,1,C,2016-07-27 21:33:25,2016-11-11 14:13:43
C06316-K1,C06316,23245,555.0,150.0,visa,226.0,debit,264.0,87.0,6,0,6,73.0,303.74,334.98,1,1,W,2016-07-13 22:05:33,2016-10-02 20:21:49
C06317-K1,C06317,20998,555.0,150.0,visa,226.0,debit,191.0,87.0,3,0,3,47.92,79.51,83.02,2,1,W,2016-11-02 17:50:42,2016-12-02 13:45:39
C06318-K1,C06318,13039,555.0,150.0,visa,195.0,debit,181.0,87.0,1,0,1,76.97,76.97,76.97,1,1,W,2016-08-30 22:29:33,2016-08-30 22:29:33
C06319-K1,C06319,17350,"",150.0,visa,226.0,debit,337.0,87.0,1,0,1,59.02,59.02,59.02,1,1,W,2016-07-12 00:17:54,2016-07-12 00:17:54
C06320-K1,C06320,17435,418.0,150.0,visa,226.0,debit,264.0,87.0,61,14,47,99.98,643.09,694.94,5,3,H|W|R,2016-07-03 18:15:00,2016-12-19 00:51:35
C06321-K1,C06321,22650,555.0,146.0,visa,137.0,credit,"","",1,1,0,32.61,32.61,32.61,1,1,C,2016-10-30 03:41:24,2016-10-30 03:41:24
C06322-K1,C06322,12229,225.0,150.0,mastercard,117.0,debit,181.0,87.0,4,0,4,100.01,242.75,264.93,1,1,W,2016-07-10 20:50:03,2016-12-17 14:05:50
C06323-K1,C06323,11378,555.0,150.0,visa,226.0,debit,299.0,87.0,3,2,1,99.91,126.96,129.96,1,2,W|H,2016-07-18 01:50:09,2016-12-28 22:25:53
C06324-K1,C06324,11048,555.0,150.0,visa,226.0,credit,231.0,87.0,3,3,0,50.08,94.95,99.94,2,2,R|H,2016-07-12 21:16:12,2016-07-26 21:09:57
C06325-K1,C06325,20068,555.0,150.0,visa,226.0,debit,299.0,87.0,5,0,5,109.01,204.16,225.94,1,1,W,2016-08-05 22:10:45,2016-11-22 01:57:38
C06326-K1,C06326,20413,369.0,150.0,mastercard,224.0,debit,264.0,87.0,8,1,7,117.0,192.39,209.86,5,2,W|H,2016-07-07 05:19:30,2016-12-19 13:59:05
C06327-K1,C06327,12616,399.0,150.0,american express,137.0,credit,204.0,87.0,8,8,0,100.05,231.2,274.94,5,2,H|R,2016-07-02 17:55:41,2016-12-24 03:26:48
C06328-K1,C06328,22833,555.0,150.0,visa,226.0,credit,299.0,87.0,2,2,0,174.93,174.94,174.94,1,1,R,2016-07-21 16:13:45,2016-07-21 16:21:31
C06329-K1,C06329,20025,555.0,100.0,mastercard,102.0,credit,335.0,43.0,4,4,0,38.74,47.53,47.54,2,1,C,2016-07-07 23:44:02,2016-08-30 15:29:02
C06330-K1,C06330,15680,399.0,150.0,american express,207.0,credit,299.0,87.0,10,10,0,387.5,500.05,500.08,5,1,R,2016-07-18 17:27:48,2016-11-19 03:46:33
C06331-K1,C06331,13978,"","","","","",441.0,87.0,2,0,2,405.03,468.07,475.07,2,1,W,2016-09-30 15:07:22,2016-09-30 18:05:47
C06331-K2,C06331,13978,260.0,150.0,visa,226.0,debit,492.0,87.0,178,6,172,117.06,557.96,2161.05,26,4,W|H|S|R,2016-07-03 02:11:34,2016-12-31 20:18:41
C06332-K1,C06332,14276,225.0,150.0,mastercard,102.0,credit,181.0,87.0,1,1,0,125.01,125.01,125.01,1,1,R,2016-11-08 16:41:52,2016-11-08 16:41:52
C06333-K1,C06333,22750,555.0,150.0,visa,226.0,credit,448.0,87.0,1,0,1,553.91,553.91,553.91,1,1,W,2016-08-07 13:20:23,2016-08-07 13:20:23
C06334-K1,C06334,13264,390.0,150.0,mastercard,195.0,debit,110.0,87.0,1,0,1,30.9,30.9,30.9,1,1,W,2016-11-03 14:47:50,2016-11-03 14:47:50
C06335-K1,C06335,23242,555.0,150.0,visa,226.0,debit,310.0,87.0,1,0,1,58.95,58.95,58.95,1,1,W,2016-12-27 02:07:28,2016-12-27 02:07:28
C06336-K1,C06336,17520,186.0,150.0,mastercard,224.0,debit,436.0,87.0,27,1,26,134.9,1016.61,1052.04,6,2,W|H,2016-07-17 20:26:41,2016-12-29 03:10:11
C06337-K1,C06337,21747,555.0,150.0,visa,226.0,debit,469.0,87.0,8,2,6,54.53,177.31,225.96,2,3,W|H|R,2016-07-19 01:05:29,2016-12-21 22:59:54
C06338-K1,C06338,20542,237.0,150.0,mastercard,195.0,debit,181.0,87.0,3,0,3,117.06,290.68,309.97,1,1,W,2016-07-21 14:04:32,2016-12-11 16:52:09
C06339-K1,C06339,19187,418.0,150.0,mastercard,203.0,credit,204.0,87.0,96,96,0,26.64,105.55,165.95,4,2,C|R,2016-07-05 08:26:48,2016-12-21 19:56:20
C06340-K1,C06340,13966,555.0,150.0,visa,226.0,debit,485.0,87.0,4,2,2,79.03,142.47,149.96,1,3,R|H|W,2016-07-06 18:21:32,2016-11-27 23:47:02
C06341-K1,C06341,17295,555.0,150.0,visa,226.0,credit,387.0,87.0,3,2,1,99.91,190.06,200.08,2,2,W|R,2016-07-09 03:04:31,2016-12-03 22:03:09
C06342-K1,C06342,20431,"",150.0,visa,226.0,debit,315.0,87.0,15,1,14,149.91,219.93,255.04,1,2,W|R,2016-07-05 22:25:12,2016-12-25 22:39:48
C06343-K1,C06343,11070,562.0,150.0,mastercard,219.0,credit,428.0,87.0,68,30,38,122.44,506.36,2244.96,22,3,R|W|H,2016-07-04 23:53:45,2016-12-26 16:04:47
C06344-K1,C06344,10297,555.0,150.0,visa,226.0,debit,225.0,87.0,4,1,3,618.5,1947.35,2160.94,1,2,R|W,2016-09-17 13:16:35,2016-12-20 16:55:23
C06345-K1,C06345,14076,127.0,150.0,mastercard,224.0,debit,126.0,87.0,5,0,5,225.93,225.94,225.94,1,1,W,2016-09-24 17:47:48,2016-10-11 23:13:02
C06346-K1,C06346,19883,555.0,150.0,mastercard,224.0,debit,205.0,87.0,2,0,2,184.89,207.37,209.87,2,1,W,2016-11-14 08:52:25,2016-11-16 03:02:17
C06347-K1,C06347,16696,543.0,150.0,mastercard,224.0,debit,472.0,87.0,1,0,1,50.01,50.01,50.01,1,1,W,2016-11-18 23:46:20,2016-11-18 23:46:20
C06348-K1,C06348,13071,196.0,150.0,visa,226.0,debit,299.0,87.0,46,14,32,101.94,306.71,1664.98,4,3,R|W|H,2016-07-02 17:15:31,2016-12-29 21:24:15
C06349-K1,C06349,12903,399.0,150.0,american express,150.0,credit,126.0,87.0,4,4,0,250.06,292.59,300.09,2,1,R,2016-07-11 20:54:42,2016-11-14 18:12:46
C06350-K1,C06350,15917,555.0,150.0,mastercard,195.0,debit,191.0,87.0,72,9,63,86.96,142.24,319.99,7,3,W|H|S,2016-07-03 20:06:07,2016-12-22 19:32:41
C06351-K1,C06351,18161,293.0,162.0,mastercard,137.0,debit,"","",34,34,0,28.63,83.67,93.74,1,1,C,2016-07-23 21:39:32,2016-12-30 01:30:00
C06352-K1,C06352,19624,"",117.0,visa,226.0,debit,"","",2,2,0,58.67,87.05,90.2,1,1,C,2016-12-03 17:28:12,2016-12-10 01:13:38
C06353-K1,C06353,17993,138.0,200.0,visa,226.0,debit,"","",3,3,0,59.09,69.59,70.76,1,1,C,2016-08-18 18:25:20,2016-09-26 17:11:18
C06354-K1,C06354,20342,"","","","","",299.0,87.0,1,0,1,512.53,512.53,512.53,1,1,W,2016-10-03 15:53:44,2016-10-03 15:53:44
C06354-K2,C06354,20342,321.0,150.0,mastercard,166.0,debit,299.0,87.0,74,1,73,55.97,253.68,554.03,8,2,R|W,2016-07-08 22:04:44,2016-12-28 04:59:13
C06355-K1,C06355,20430,555.0,150.0,visa,226.0,debit,204.0,87.0,1,0,1,226.07,226.07,226.07,1,1,W,2016-10-29 16:04:46,2016-10-29 16:04:46
C06356-K1,C06356,20742,555.0,150.0,visa,226.0,credit,315.0,87.0,1,0,1,171.08,171.08,171.08,1,1,W,2016-09-12 15:44:31,2016-09-12 15:44:31
C06357-K1,C06357,20576,555.0,150.0,visa,226.0,debit,330.0,87.0,6,0,6,57.98,100.43,107.94,2,1,W,2016-08-25 19:05:31,2016-12-28 13:30:41
C06358-K1,C06358,18512,206.0,150.0,mastercard,229.0,debit,325.0,87.0,145,0,145,48.04,208.55,947.95,22,1,W,2016-07-06 14:07:02,2016-12-28 19:55:09
C06359-K1,C06359,22556,310.0,150.0,mastercard,224.0,debit,191.0,87.0,2,0,2,24.51,33.03,33.98,1,1,W,2016-10-16 16:55:45,2016-12-17 21:00:59
C06360-K1,C06360,20895,225.0,150.0,mastercard,117.0,debit,143.0,87.0,11,0,11,283.12,1016.57,1064.08,2,1,W,2016-07-06 03:03:00,2016-12-17 18:03:26
C06361-K1,C06361,20296,399.0,150.0,american express,185.0,credit,123.0,87.0,4,4,0,112.52,210.04,225.03,4,2,R|H,2016-07-11 21:39:31,2016-08-08 23:44:41
C06362-K1,C06362,13315,141.0,185.0,visa,137.0,credit,161.0,60.0,50,50,0,34.11,126.56,178.94,5,1,C,2016-07-09 00:53:34,2016-12-23 22:19:37
C06363-K1,C06363,16272,555.0,150.0,visa,226.0,credit,123.0,87.0,3,3,0,150.07,150.09,150.09,1,1,R,2016-07-12 00:57:02,2016-07-12 01:12:51
C06364-K1,C06364,20937,555.0,150.0,visa,226.0,credit,204.0,87.0,1,1,0,50.07,50.07,50.07,1,1,H,2016-07-17 15:39:50,2016-07-17 15:39:50
C06365-K1,C06365,13806,216.0,150.0,mastercard,224.0,credit,485.0,87.0,3,1,2,150.0,708.68,770.75,2,2,W|R,2016-07-24 02:53:47,2016-09-16 23:41:32
C06366-K1,C06366,15089,239.0,150.0,mastercard,195.0,credit,184.0,87.0,4,4,0,200.02,242.49,249.98,2,2,R|S,2016-08-06 20:44:50,2016-12-26 15:34:48
C06367-K1,C06367,14902,555.0,150.0,visa,226.0,debit,492.0,87.0,14,0,14,107.9,159.92,159.98,3,1,W,2016-07-20 05:35:53,2016-12-29 04:03:14
C06368-K1,C06368,19732,555.0,150.0,visa,226.0,debit,476.0,87.0,16,0,16,27.47,159.94,160.04,1,1,W,2016-07-10 01:26:41,2016-12-31 11:41:35
C06369-K1,C06369,15189,555.0,146.0,visa,226.0,credit,"","",7,7,0,18.35,67.62,78.73,1,1,C,2016-08-04 12:31:40,2016-11-05 16:43:06
C06370-K1,C06370,19552,372.0,150.0,mastercard,102.0,credit,264.0,87.0,8,4,4,134.94,200.05,200.07,1,3,R|H|W,2016-07-19 02:52:05,2016-12-20 02:25:10
C06371-K1,C06371,20179,225.0,150.0,mastercard,117.0,debit,253.0,87.0,9,1,8,108.01,1531.2,1531.25,1,2,W|H,2016-07-20 14:40:36,2016-12-06 15:25:23
