from_txn,to_txn,gap_seconds
3497646,3504763,189177
3504763,3505500,12897
3505500,3507509,62772
3507509,3508692,19789
3508692,3509818,50437
3509818,3510378,10642
3510378,3510416,737
3510416,3510456,1080
3510456,3511437,16331
3511437,3516260,151682
3516260,3517221,17881
3517221,3517264,858
3517264,3524407,222423
3524407,3530763,192150
3530763,3532684,40294
3532684,3549158,489908
3549158,3552581,96549
3552581,3556264,107606
3556264,3557773,56802
3557773,3558926,25462
3558926,3559122,25264
3559122,3560602,37525
3560602,3561477,19126
3561477,3563026,55255
3563026,3564414,22157
3564414,3566166,63139
3566166,3567392,22332
3567392,3577800,343154
3577800,3580064,81280
3580064,3584342,159973
3108794,3221098,3026987
3221098,3430486,5697797
3119591,3119678,1600
3119678,3181135,1631388
3181135,3200500,585484
3200500,3219681,593902
3219681,3219700,260
3219700,3219751,918
3219751,3427319,5634103
3172223,3301257,3764973
3063253,3073422,176544
3073422,3264372,4760864
3264372,3285472,610788
3285472,3285543,1172
3285543,3516986,6557924
3516986,3518672,60170
3518672,3530381,351507
3530381,3586963,1741327
3074150,3478131,10775420
3478131,3481017,96147
3481017,3486058,165429
3486058,3489061,94545
3489061,3511140,621043
3511140,3514757,96906
3514757,3514804,793
3514804,3514818,380
3534378,3534433,908
3029620,3058534,604025
3058534,3072226,250825
3072226,3119140,729310
3119140,3162079,1095583
3162079,3162321,4183
3162321,3170493,250025
3170493,3173980,96578
3173980,3179186,160348
3179186,3181854,78100
3181854,3209700,816576
3209700,3215163,168567
3215163,3223839,259143
3223839,3246553,593871
3246553,3247148,10217
3247148,3254317,226838
3254317,3269591,442219
3269591,3274073,111459
3274073,3275794,66342
3275794,3289781,425090
3289781,3290820,19665
3290820,3296243,167223
3296243,3301515,158597
3301515,3334419,768914
3334419,3336495,31041
3336495,3344971,231506
3344971,3379511,970010
3379511,3392207,360412
3392207,3393204,49783
3393204,3400514,196320
3400514,3410146,261718
3410146,3426840,427700
3426840,3426967,1906
3426967,3427714,12195
3427714,3436453,250811
3436453,3438114,63307
3438114,3448132,293774
3448132,3457938,330482
3457938,3460316,80388
3460316,3460687,7287
3460687,3461005,6227
3461005,3467021,186453
3467021,3480671,472495
3480671,3490598,298902
3490598,3510057,572521
3510057,3519266,262976
3519266,3543751,712228
3543751,3547958,140432
3547958,3556051,218617
3556051,3558141,73393
3558141,3580111,688176
3580111,3580133,530
3580133,3588761,311936
3080982,3225182,3595423
3225182,3493888,7575244
3493888,3498371,135765
3498371,3567409,1997411
3052495,3055597,71183
3055597,3186670,2856005
3186670,3380714,5367348
3018646,3558236,14272986
3128983,3147439,450918
3147439,3147521,1267
3147521,3174055,759084
3174055,3239838,1899119
3239838,3259378,540066
3259378,3259402,373
3259402,3268176,256947
3268176,3280207,348093
3280207,3280213,39
3280213,3280501,5721
3280501,3299564,584835
3299564,3302525,85822
3302525,3321727,451168
3321727,3328400,152403
3328400,3354758,674936
3354758,3362716,205341
3362716,3365429,80756
3365429,3391092,760791
3391092,3527506,4045980
3020686,3021054,11167
3021054,3053100,699984
3053100,3061625,154757
3061625,3080666,332418
3080666,3152737,1451103
3152737,3158601,162021
3158601,3174888,459334
3174888,3178017,89832
3178017,3211548,1019667
3211548,3222411,333364
3222411,3231300,213368
3231300,3241144,247902
3241144,3247624,175745
3247624,3277562,872136
3277562,3315686,1093920
3315686,3317171,20798
3317171,3321077,83286
3321077,3323016,58692
3323016,3324124,13376
3324124,3324193,831
3324193,3324258,718
3324258,3324273,126
3324273,3324316,460
3324316,3324881,6914
3324881,3324939,781
3324939,3329650,95724
3329650,3337641,177829
3337641,3337722,2046
3337722,3342966,149806
3342966,3345705,77781
3345705,3396930,1466267
3396930,3396939,139
3396939,3398495,27547
3398495,3413856,423282
3413856,3422417,234325
3422417,3439884,461430
3439884,3458041,592862
3458041,3465091,239442
3465091,3474441,284841
3474441,3490152,517387
3490152,3511855,612699
3511855,3521505,284062
3521505,3521935,26204
3521935,3530970,271154
3530970,3539756,261793
3539756,3565852,766311
3565852,3567353,28230
3567353,3567396,1071
3567396,3568725,59977
3568725,3571881,96123
3571881,3585130,445170
3585130,3590362,169568
3590362,3590380,314
3015528,3076164,1230909
3076164,3231324,3805057
3231324,3254083,610623
3254083,3281074,809878
3281074,3366172,2214151
3366172,3398058,929546
3083636,3128642,779413
3128642,3128647,146
3128647,3204222,2099383
3117523,3176359,1543134
3176359,3180878,112684
3180878,3194559,417371
3194559,3195056,7610
3195056,3197211,72570
3197211,3197232,362
3197232,3198195,16296
3198195,3257439,1700323
3257439,3587247,9521819
3000524,3000856,12699
3000856,3004898,104026
3004898,3024419,452140
3024419,3030236,148202
3030236,3031159,11338
3031159,3039956,186369
3039956,3066526,521835
3066526,3067720,45256
3067720,3067919,2235
3067919,3080100,191905
3080100,3087888,116446
3087888,3091181,54029
3091181,3097744,90534
3097744,3111722,237968
3111722,3133333,454954
3133333,3136502,83342
3136502,3138155,57556
3138155,3145135,170282
3145135,3149947,113484
3149947,3158019,197265
3158019,3170916,398251
3170916,3181715,303286
3181715,3187710,195412
3187710,3187790,4641
3187790,3195123,201680
3195123,3195904,13636
3195904,3202037,183701
3202037,3210488,272272
3210488,3210990,29139
3210990,3227010,457121
3227010,3227766,16465
3227766,3228304,34840
3228304,3229100,13992
3229100,3233079,91971
3233079,3258538,696104
3258538,3259460,16594
3259460,3260664,56406
3260664,3261411,13855
3261411,3262123,11515
3262123,3262209,1486
3262209,3262477,4886
3262477,3263126,41803
3263126,3265132,38915
3265132,3270917,168292
3270917,3272001,42478
3272001,3302249,895882
3302249,3310633,236661
3310633,3312537,30301
3312537,3314238,46333
3314238,3316872,46797
3316872,3317512,9865
3317512,3324129,149764
3324129,3325860,22505
3325860,3328660,69154
3328660,3332607,87235
3332607,3349009,422309
3349009,3352961,99260
3352961,3363327,301016
3363327,3368436,136095
3368436,3374653,177949
3374653,3374765,2623
3374765,3383739,261784
3383739,3383873,5850
3383873,3386288,71665
3386288,3395124,255914
3395124,3395733,13035
3395733,3402631,219644
3402631,3405219,66326
3405219,3415057,267813
3415057,3422161,180228
3422161,3422381,3543
3422381,3428627,154855
3428627,3433169,118703
3433169,3433699,8751
3433699,3436115,77162
3436115,3443428,234117
3443428,3448709,163189
3448709,3448718,1117
3448718,3448723,678
3448723,3455127,205404
3455127,3458790,106185
3458790,3460107,59200
3460107,3462357,76375
3462357,3464220,38908
3464220,3466936,86876
3466936,3467707,46664
3467707,3469090,29408
3469090,3481353,414427
3481353,3485787,145616
3485787,3485789,102
3485789,3498414,383897
3498414,3502885,131620
3502885,3502984,7952
3502984,3526174,643739
3526174,3544531,534155
3544531,3545487,46959
3545487,3547001,28734
3547001,3550572,115665
3550572,3551605,35127
3551605,3553410,40326
3553410,3553411,80
3553411,3553418,484
3553418,3564208,323404
3564208,3573296,276589
3573296,3580561,246632
3580561,3580616,1093
3242090,3242091,49
3242091,3422222,4948519
3002035,3038576,854698
3038576,3067912,588000
3067912,3268773,4965163
3268773,3274592,167974
3274592,3274621,611
3274621,3439426,4476103
3439426,3475771,1184742
3475771,3478823,96259
3478823,3502268,714963
3502268,3565602,1864208
3054018,3083460,517698
3083460,3243861,3992648
3243861,3300934,1669720
3412819,3412858,483
3412858,3444140,859169
3009125,3011631,74303
3011631,3011873,3763
3011873,3012890,14651
3012890,3015936,75486
3015936,3016807,13529
3016807,3017992,50658
3017992,3019084,14565
3019084,3019946,11680
3019946,3021319,52595
3021319,3022341,16279
3022341,3025562,78381
3025562,3026753,16392
3026753,3029305,68606
3029305,3033686,94350
3033686,3033687,18
3033687,3039238,106698
3039238,3041764,66161
3041764,3045945,86118
3045945,3046774,9856
3046774,3046942,2492
3046942,3048296,17211
3048296,3048665,8165
3048665,3048814,6071
3048814,3048819,265
3048819,3050375,46243
3050375,3050925,6186
3050925,3050975,597
3050975,3052312,16335
3052312,3052443,2004
3052443,3054428,58743
3054428,3054647,2399
3054647,3054776,1357
3054776,3056854,26604
3056854,3056866,181
3056866,3057243,7831
3057243,3058590,43937
3058590,3062641,79238
3062641,3062889,3462
3062889,3063940,10956
3063940,3066340,26889
3066340,3067487,45132
3067487,3067566,1156
3067566,3070622,34245
3070622,3073173,59465
3073173,3073437,2588
3073437,3073480,471
3073480,3074479,9939
3074479,3074951,5102
3074951,3077370,58672
3077370,3083474,93140
3083474,3084893,12317
3084893,3086216,12394
3086216,3088207,50336
3088207,3088596,5344
3088596,3090038,12779
3090038,3090448,3416
3090448,3090937,4150
3090937,3091173,2068
3091173,3091672,3976
3091672,3092814,10973
3092814,3095161,54340
3095161,3096575,11131
3096575,3099957,60110
3099957,3099990,1258
3099990,3100126,3980
3100126,3100925,9768
3100925,3102463,13607
3102463,3103884,14331
3103884,3108945,82021
3108945,3112058,66388
3112058,3112649,5544
3112649,3113673,10515
3113673,3114324,8410
3114324,3114666,4770
3114666,3115063,6643
3115063,3117855,62464
3117855,3118303,5025
3118303,3118331,344
3118331,3120633,63171
3120633,3125760,100447
3125760,3128368,74202
3128368,3136801,198165
3136801,3140182,85802
3140182,3143935,88220
3143935,3143949,175
3143949,3144759,16170
3144759,3145196,35691
3145196,3149265,101094
3149265,3149753,6998
3149753,3150153,5698
3150153,3157993,193059
3157993,3157996,74
3157996,3158365,35551
3158365,3158653,9274
3158653,3158751,1967
3158751,3158837,1824
3158837,3159526,11036
3159526,3160665,18002
3160665,3161498,46779
3161498,3165027,99134
3165027,3165047,412
3165047,3165055,153
3165055,3169057,105516
3169057,3169627,10556
3169627,3174435,155232
3174435,3176863,78608
3176863,3177255,6616
3177255,3180661,93314
3180661,3188524,243678
3188524,3193829,164867
3193829,3194488,11693
3194488,3194569,1218
3194569,3195994,24117
3195994,3200176,143766
3200176,3205569,170824
3205569,3205582,262
3205582,3205617,463
3205617,3205665,973
3205665,3205698,653
3205698,3206288,10156
3206288,3207662,46595
3207662,3211126,112177
3211126,3216610,165107
3216610,3221048,114817
3221048,3223523,80286
3223523,3223595,1015
3223595,3224984,54680
3224984,3230424,123122
3230424,3231837,50796
3231837,3236252,103930
3236252,3236317,1057
3236317,3236472,2281
3236472,3239153,75123
3239153,3242681,87899
3242681,3242746,1141
3242746,3249602,185340
3249602,3251491,67571
3251491,3252335,15683
3252335,3252531,3288
3252531,3257806,161948
3257806,3260785,88308
3260785,3270087,263354
3270087,3275059,152544
3275059,3275061,7
3275061,3277297,44291
3277297,3284761,235176
3284761,3289554,157160
3289554,3297281,210339
3297281,3303478,174762
3303478,3311063,225573
3311063,3315591,95681
3315591,3319319,84081
3319319,3321201,22654
3321201,3328180,156723
3328180,3338206,234322
3338206,3338462,7658
3338462,3341985,91214
3341985,3344947,79038
3344947,3350430,126465
3350430,3365786,431973
3365786,3366021,6132
3366021,3381956,483907
3381956,3410538,796477
3410538,3419334,241478
3419334,3426338,171855
3426338,3431212,116532
3431212,3431214,173
3431214,3431280,1868
3431280,3438534,226154
3438534,3438648,1768
3438648,3449534,344156
3449534,3451317,63727
3451317,3453350,47299
3453350,3457594,152253
3457594,3457818,4101
3457818,3465512,252574
3465512,3469802,122191
3469802,3469831,1072
3469831,3476529,228500
3476529,3482924,200130
3482924,3482929,115
3482929,3484792,67926
3484792,3485632,20650
3485632,3486529,47827
3486529,3486617,1692
3486617,3486671,863
3486671,3486682,217
3486682,3486742,1272
3486742,3487402,12671
3487402,3494281,231416
3494281,3495152,17374
3495152,3504319,262255
3504319,3504440,1917
3504440,3504981,9184
3504981,3505514,9565
3505514,3505525,111
3505525,3514604,249793
3514604,3517916,93903
3517916,3522435,146248
3522435,3525512,92436
3525512,3525908,7871
3525908,3525930,356
3525930,3525935,113
3525935,3529145,93734
3529145,3531808,81591
3531808,3532321,10272
3532321,3533651,56566
3533651,3537128,97703
3537128,3545832,251713
3545832,3548134,74873
3548134,3548797,12939
3548797,3552244,97303
3552244,3554579,75511
3554579,3555294,12514
3555294,3571982,510629
3571982,3574123,75650
3574123,3575288,24673
3575288,3583755,311977
3583755,3586156,82981
3586156,3586163,153
3586163,3588640,79072
3588640,3588889,9116
3588889,3590477,31146
3098895,3223339,3263884
3223339,3283426,1664455
3283426,3369561,2288326
3369561,3396134,771957
3337453,3337539,1575
3337539,3359871,604091
3359871,3380585,602837
3380585,3401589,606533
3401589,3424072,593871
3424072,3440151,443272
3440151,3445636,171604
3445636,3466833,689369
3466833,3478281,393793
3478281,3505370,814605
3505370,3524307,537230
3524307,3524308,387
3524308,3529600,159299
3529600,3544364,430248
3544364,3583286,1212597
3583286,3586955,142466
3017789,3071020,1078603
3071020,3073149,53869
3073149,3086911,201889
3086911,3555561,12866071
3028451,3123833,1734775
3002479,3009003,161614
3009003,3011459,73428
3011459,3029010,414101
3029010,3034985,115553
3034985,3041774,156987
3041774,3047048,99578
3047048,3053810,152958
3053810,3058434,88313
3058434,3079649,360056
3079649,3079678,252
3079678,3132590,947047
3132590,3186671,1481338
3186671,3243145,1624294
3243145,3294144,1488390
3294144,3378320,2209360
3378320,3378346,651
3378346,3492251,3387507
3001670,3007792,160614
3007792,3016742,200095
3016742,3065621,1031679
3065621,3071986,134729
3071986,3099577,401367
3099577,3149667,1090153
3149667,3150475,11785
3150475,3195651,1300476
3195651,3227495,956775
3227495,3248581,564257
3248581,3251981,95970
3251981,3261561,273320
3261561,3282582,607224
3282582,3306597,701365
3306597,3329614,519070
3329614,3342242,318276
3342242,3345220,81251
3345220,3347375,34688
3347375,3370338,666336
3370338,3387678,510169
3387678,3474662,2531074
3474662,3486630,410562
3486630,3534078,1386952
3534078,3543399,266159
3005725,3006976,51167
3006976,3007609,11366
3007609,3015622,186093
3015622,3017291,31603
3017291,3021808,124916
3021808,3027005,104958
3027005,3031229,91598
3031229,3031496,3563
3031496,3031514,210
3031514,3035194,83826
3035194,3035735,7231
3035735,3039551,83943
3039551,3045771,146404
3045771,3047701,23186
3047701,3047828,1497
3047828,3053207,131028
3053207,3062286,175120
3062286,3064371,25918
3064371,3076924,225092
3076924,3088394,185262
3088394,3091554,27797
3091554,3093279,17800
3093279,3108947,244668
3108947,3111326,58472
3111326,3115242,47983
3115242,3123228,161165
3123228,3133031,245910
3133031,3146545,341294
3146545,3146563,409
3146563,3146964,5845
3146964,3147148,2397
3147148,3147345,2626
3147345,3147777,7777
3147777,3149156,57403
3149156,3149167,163
3149167,3150062,13127
3150062,3153548,87791
3153548,3155243,59546
3155243,3163965,218281
3163965,3164379,36540
3164379,3164698,9971
3164698,3169090,112766
3169090,3170156,52699
3170156,3171831,31577
3171831,3173237,60111
3173237,3174113,15164
3174113,3176395,75886
3176395,3177679,21206
3177679,3185670,245956
3185670,3191091,165591
3191091,3193251,42770
3193251,3196393,110995
3196393,3196402,1414
3196402,3209029,378117
3209029,3214498,168575
3214498,3215939,25457
3215939,3216414,38242
3216414,3221723,135826
3221723,3224627,87913
3224627,3231285,170957
3231285,3231289,30
3231289,3233944,70693
3233944,3235270,45520
3235270,3236746,31288
3236746,3238150,23123
3238150,3248113,265397
3248113,3249730,59319
3249730,3249760,729
3249760,3249767,139
3249767,3252948,90289
3252948,3253036,1349
3253036,3263061,309624
3263061,3264100,24837
3264100,3268247,105700
3268247,3269935,63025
3269935,3270209,4484
3270209,3274978,139995
3274978,3275174,14352
3275174,3276806,30250
3276806,3276928,2307
3276928,3277922,44069
3277922,3288763,308710
3288763,3293826,161784
3293826,3295102,51310
3295102,3297225,43534
3297225,3298673,58989
3298673,3301259,76968
3301259,3302934,31261
3302934,3304176,41051
3304176,3308661,120198
3308661,3313117,102218
3313117,3313159,626
3313159,3313210,545
3313210,3318338,135217
3318338,3318354,382
3318354,3318499,2594
3318499,3322518,81173
3322518,3323157,12002
3323157,3331849,180674
3331849,3333916,29371
3333916,3334373,35482
3334373,3335816,24234
3335816,3335910,1204
3335910,3336025,1487
3336025,3345748,252317
3345748,3354719,249276
3354719,3358482,98607
3358482,3359076,10063
3359076,3359645,9339
3359645,3360304,20633
3360304,3361137,39423
3361137,3363973,83298
3363973,3364806,14967
3364806,3366981,73511
3366981,3367340,6077
3367340,3367435,1797
3367435,3367928,8889
3367928,3370809,84955
3370809,3371773,18429
3371773,3374248,75858
3374248,3374914,14648
3374914,3376251,54922
3376251,3376701,8106
3376701,3378729,69269
3378729,3381073,64916
3381073,3382751,40327
3382751,3390622,240863
3390622,3394048,93216
3394048,3399043,143382
3399043,3399410,17045
3399410,3401308,33745
3401308,3410177,248388
3410177,3410224,613
3410224,3411600,47137
3411600,3418974,193451
3418974,3419837,13432
3419837,3420516,10821
3420516,3424345,89826
3424345,3425397,46029
3425397,3426387,18404
3426387,3428845,71918
3428845,3435147,176503
3435147,3435404,5333
3435404,3436005,10504
3436005,3438097,71058
3438097,3440136,39054
3440136,3445848,178484
3445848,3446022,18143
3446022,3446400,23133
3446400,3450249,110703
3450249,3451354,51603
3451354,3453945,78701
3453945,3455122,35554
3455122,3456509,31539
3456509,3458201,62587
3458201,3459459,56838
3459459,3460110,14535
3460110,3460751,12499
3460751,3461744,21755
3461744,3461769,699
3461769,3462000,25528
3462000,3462036,4753
3462036,3465390,106241
3465390,3468869,102513
3468869,3479495,345582
3479495,3481405,74111
3481405,3483460,73456
3483460,3484768,25930
3484768,3488447,128801
3488447,3490846,60539
3490846,3491665,47371
3491665,3493130,27974
3493130,3499263,182390
3499263,3501691,70755
3501691,3502447,13247
3502447,3503446,49890
3503446,3505564,37352
3505564,3510899,151498
3510899,3523339,355075
3523339,3524623,55865
3524623,3531533,197910
3531533,3532849,47592
3532849,3539382,197269
3539382,3542703,89067
3542703,3543383,11171
3543383,3548185,152049
3548185,3548190,52
3548190,3553734,168324
3553734,3553928,4241
3553928,3558102,113478
3558102,3564442,178548
3564442,3570933,220458
3570933,3572086,24900
3572086,3573437,51958
3573437,3576025,88484
3576025,3579212,105917
3579212,3582165,96227
3582165,3583116,20417
3583116,3585180,79160
3585180,3589697,154924
3589697,3590164,9320
3141937,3342192,5533864
3033779,3056489,457114
3056489,3075901,347118
3075901,3208831,3176480
3063557,3071060,117461
3071060,3100928,481765
3002198,3004340,64743
3004340,3066594,1328888
3066594,3066609,356
3066609,3067633,42565
3067633,3085412,279771
3085412,3085418,68
3085418,3095444,157239
3095444,3095499,417
3095499,3111552,254822
3111552,3264308,4162511
3264308,3533218,7668648
3533218,3540264,196631
3214013,3220307,181614
3220307,3270738,1390766
3270738,3360164,2355276
3360164,3441756,2301387
3441756,3577281,4150288
3094600,3254861,4156278
3254861,3254907,887
3254907,3254929,370
3254929,3254961,512
3254961,3254977,269
3254977,3348591,2502505
3063497,3402994,8725979
3402994,3447326,1218245
3447326,3539191,2836213
3539191,3577701,1146527
3095033,3541418,12312378
3020198,3074336,1110379
3074336,3149863,1468129
3149863,3365082,5966402
3365082,3375948,329178
3375948,3419921,1220408
3419921,3469205,1481032
3469205,3474424,168207
3474424,3580168,3195904
3096363,3117531,348247
3117531,3121703,85351
3121703,3299238,5011680
3299238,3299285,804
3299285,3299442,2568
3299442,3299497,823
3299497,3299569,1044
3299569,3299584,273
3299584,3300213,10911
3300213,3300299,1402
3300299,3300315,238
3300315,3323875,585338
3426893,3426946,892
3426946,3429712,79096
3441924,3574027,4045200
3342763,3527884,5432934
3102637,3262409,4250709
3262409,3262490,1697
3262490,3264740,74167
3264740,3264748,113
3264748,3264795,726
3264795,3278860,416547
3278860,3440210,4348668
3236127,3236149,464
3236149,3236152,59
3019395,3025486,153608
3025486,3051649,544465
3051649,3073866,419111
3073866,3093387,288162
3093387,3093432,672
3093432,3104348,165860
3104348,3125566,408051
3125566,3132540,174537
3132540,3139248,171434
3139248,3139254,47
3139254,3149105,252825
3149105,3155913,173846
3155913,3228520,2150702
3228520,3228536,363
3228536,3228560,401
3228560,3255652,710638
3255652,3260219,149502
3260219,3268501,214762
3268501,3295318,824309
3295318,3305615,279026
3305615,3305635,237
3305635,3305665,452
3305665,3305676,124
3305676,3349552,1039680
3349552,3415272,1875279
3080762,3122083,680336
3122083,3133658,271704
3133658,3138755,147937
3138755,3158593,511997
3158593,3171100,358897
3171100,3173958,85292
3173958,3179302,163420
3179302,3191070,347129
3191070,3191141,1144
3191141,3199636,252975
3199636,3210824,346539
3210824,3213805,88524
3213805,3219529,171601
3219529,3228681,259891
3228681,3232691,92327
3232691,3236271,88192
3236271,3260439,682921
3260439,3263745,92285
3263745,3289497,764343
3289497,3479512,5299485
3007176,3026658,450271
3026658,3068488,856584
3068488,3096032,432365
3096032,3121359,431740
3121359,3131755,252565
3131755,3132454,10055
3132454,3143428,268039
3143428,3171695,778579
3171695,3197069,761056
3197069,3215177,538438
3215177,3233878,516765
3233878,3278628,1277070
3278628,3302132,698018
3302132,3500486,5605282
3311568,3523607,5982535
3523607,3524104,11483
3018219,3018244,357
3134742,3160602,642037
3160602,3357837,5499188
3357837,3366214,221614
3366214,3370618,138919
3370618,3376674,174980
3376674,3423259,1290624
3423259,3442791,538935
3442791,3551934,3350284
3551934,3551949,286
3551949,3571669,598134
3571669,3571700,594
3571700,3574365,86414
3574365,3583008,281438
3588585,3588586,43
3588586,3588589,89
3588589,3588590,51
3588590,3588591,88
3006975,3108468,1928003
3108468,3125406,334690
3125406,3125455,654
3125455,3259084,3732633
3007936,3031783,541967
3031783,3042775,245271
3042775,3063102,415512
3063102,3077568,254897
3077568,3114423,551301
3114423,3122154,159791
3122154,3130267,183266
3130267,3136586,167285
3136586,3138159,56416
3138159,3184817,1294620
3184817,3190617,171920
3190617,3207237,477316
3207237,3212553,165874
3212553,3236405,671776
3236405,3264091,779611
3264091,3266555,76664
3266555,3266606,743
3266606,3283358,466363
3283358,3284016,44184
3284016,3286082,39241
3286082,3287019,52235
3287019,3287803,15153
3287803,3287817,281
3287817,3287837,487
3287837,3287847,187
3287847,3287863,382
3287863,3288825,18340
3288825,3307969,571788
3307969,3342980,793541
3342980,3344367,22773
3344367,3349643,153538
3349643,3372580,667229
3372580,3374213,28872
3374213,3378524,143351
3378524,3384106,162662
3384106,3384986,21232
3384986,3385112,2287
3385112,3396563,335130
3396563,3418417,596011
3418417,3440506,591875
3440506,3444852,126447
3444852,3444868,236
3444868,3445060,3735
3445060,3448891,141644
3448891,3472974,780213
3472974,3474429,30028
3474429,3483285,312572
3483285,3488944,181201
3488944,3494571,173548
3494571,3502989,245273
3502989,3505128,41574
3505128,3513497,237193
3513497,3519490,174056
3519490,3537156,526789
3537156,3548926,341456
3548926,3555061,178872
3555061,3557986,90959
3557986,3565733,234702
3565733,3576117,336564
3100722,3337365,6254398
3337365,3503450,4889090
3503450,3503628,3326
3503628,3584924,2437792
3025186,3238289,4971625
3238289,3238326,877
3238326,3242647,131646
3254202,3255171,33624
3255171,3255409,3735
3005989,3006533,11227
3006533,3006638,4706
3006638,3006773,19417
3006773,3006813,4583
3006813,3006827,1085
3006827,3006877,2812
3006877,3007468,12392
3007468,3007558,1381
3007558,3007606,685
3007606,3008224,9504
3008224,3009445,18462
3009445,3009890,8912
3009890,3010098,9203
3010098,3010183,13103
3010183,3010253,9798
3010253,3011666,28259
3011666,3013091,21266
3013091,3015012,59530
3015012,3015259,3267
3015259,3015906,8847
3015906,3016040,1887
3016040,3017034,16869
3017034,3017373,13802
3017373,3018019,32425
3018019,3018039,238
3018039,3018047,147
3018047,3018077,307
3018077,3018527,6594
3018527,3019409,11262
3019409,3020519,16027
3020519,3020770,5173
3020770,3022024,50814
3022024,3022230,2594
3022230,3022764,7047
3022764,3022806,531
3022806,3023123,4332
3023123,3025856,72354
3025856,3025857,14
3025857,3025867,181
3025867,3026278,5375
3026278,3026379,1560
3026379,3026544,2135
3465902,3466865,18330
3466865,3467869,51747
3467869,3468420,12158
3468420,3471160,88101
3471160,3471323,2943
3471323,3471360,799
3471360,3471380,382
3471380,3471397,433
3471397,3471441,945
3471441,3472572,27258
3472572,3473086,37087
3473086,3473100,368
3473100,3473204,2354
3473204,3473224,305
3473224,3473265,943
3473265,3473508,5555
3473508,3473522,338
3473522,3473532,106
3473532,3473578,898
3473578,3473613,611
3473613,3473667,1202
3473667,3474261,11248
3474261,3474262,4
3474262,3474349,1346
3474349,3474910,11149
3474910,3476189,59583
3476189,3476342,3434
3476342,3476520,3822
3476520,3477514,21825
3477514,3477799,10956
3477799,3478002,26677
3478002,3478436,12405
3478436,3478735,6008
3478735,3479024,6352
3479024,3479732,14873
3479732,3479775,961
3479775,3479879,1995
3479879,3480173,7588
3480173,3481161,53352
3481161,3481542,7917
3481542,3482408,16423
3482408,3483029,18224
3483029,3483032,437
3483032,3484264,51941
3484264,3484860,11982
3484860,3485828,46341
3485828,3486801,26049
3486801,3487065,4783
3487065,3488313,28910
3488313,3488776,37164
3488776,3488901,3709
3488901,3489418,10344
3489418,3489740,6574
3489740,3489776,601
3489776,3490545,14518
3490545,3490828,7498
3490828,3492750,68486
3492750,3492888,2518
3492888,3493481,11838
3493481,3493503,558
3493503,3493905,23493
3493905,3493909,1074
3493909,3493912,716
3493912,3493913,194
3493913,3493914,257
3493914,3493916,388
3493916,3493986,10302
3493986,3494875,20424
3494875,3494981,2165
3494981,3496686,38471
3496686,3496690,118
3496690,3496776,19335
3496776,3496969,11852
3496969,3497114,4006
3497114,3497737,12218
3497737,3498222,9060
3498222,3498819,11056
3498819,3498858,790
3498858,3499220,8003
3499220,3500470,51161
3500470,3500570,1825
3500570,3500612,518
3500612,3500655,794
3500655,3500725,1015
3500725,3500875,2362
3500875,3501766,15419
3501766,3501838,1326
3501838,3502560,13630
3502560,3503243,42675
3503243,3504705,26787
3504705,3504829,1948
3504829,3505221,6412
3505221,3505518,5678
3505518,3509087,90633
3509087,3509598,36285
3509598,3509812,5597
3509812,3509987,3326
3509987,3510986,17873
3510986,3511263,4480
3511263,3511600,6166
3511600,3511810,3945
3511810,3512467,25742
3512467,3512706,20413
3512706,3512821,2659
3512821,3513143,6872
3513143,3513425,4500
3513425,3513809,6975
3513809,3514548,13391
3514548,3514829,5544
3514829,3515738,46533
3515738,3515908,4929
3515908,3515967,1261
3515967,3516024,1362
3516024,3518056,38269
3518056,3518698,41147
3518698,3518950,6268
3518950,3519190,4760
3519190,3519371,3376
3519371,3519413,643
3519413,3519462,796
3519462,3519464,72
3519464,3519575,2045
3519575,3519894,5341
3519894,3520001,1549
3520001,3520560,9143
3520560,3520726,2950
3520726,3521595,43774
3521595,3522273,18148
3522273,3522561,5910
3522561,3523020,8778
3523020,3523591,10499
3523591,3523605,212
3523605,3525191,63733
3525191,3525498,6284
3525498,3525748,4982
3525748,3526080,6283
3526080,3527351,55918
3527351,3528407,21211
3528407,3528459,1007
3528459,3529555,21518
3529555,3529556,14
3529556,3529608,1355
3529608,3529626,494
3529626,3529645,551
3529645,3529882,8954
3529882,3529902,2226
3529902,3530595,36255
3530595,3530963,7555
3530963,3531112,2863
3531112,3531381,5031
3531381,3532026,11812
3532026,3532184,3297
3532184,3532883,38581
3532883,3532951,4081
3532951,3533342,10253
3533342,3533576,4949
3533576,3533587,369
3533587,3534305,12779
3534305,3535692,34176
3535692,3535981,27558
3535981,3536346,8643
3536346,3536382,803
3536382,3536987,12282
3536987,3537847,15133
3537847,3537875,431
3537875,3537890,262
3537890,3538711,45303
3538711,3538854,5315
3538854,3539293,9908
3539293,3539331,686
3539331,3539758,7393
3539758,3540262,8342
3540262,3541144,17792
3541144,3541654,37321
3541654,3541763,3896
3541763,3542477,11488
3542477,3542559,1410
3542559,3542581,365
3542581,3544177,27329
3544177,3544306,2666
3544306,3544426,2587
3544426,3545062,41608
3545062,3545552,10077
3545552,3546341,14382
3546341,3547610,32391
3547610,3547694,16338
3547694,3550047,52902
3550047,3551303,57113
3551303,3552049,13538
3552049,3552353,5354
3552353,3554107,65459
3554107,3554284,3138
3554284,3554641,6026
3554641,3555206,9873
3555206,3555723,10332
