device_key,label,device_info,device_type,os,browser,screen,n_txns,n_cards,n_customers
Dfb8b23d3b3be,iOS Device | iOS 11.3.0 | google | 2048x1536,iOS Device,mobile,iOS 11.3.0,google,2048x1536,1,1,1
D0223e00a7669,Alcatel_4060A | Android 5.1.1 | chrome generic | 855x480,Alcatel_4060A,mobile,Android 5.1.1,chrome generic,855x480,1,1,1
D50d057b03f92,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1023x768,Trident/7.0,desktop,Windows 7,ie 11.0 for desktop,1023x768,7,1,1
Ddfe98b09380a,Windows | Windows 7 | firefox 60.0 | 1680x1050,Windows,desktop,Windows 7,firefox 60.0,1680x1050,4,1,1
D5bad5ce4307f,Z955A | chrome 66.0 for android,Z955A,mobile,"",chrome 66.0 for android,"",1,1,1
D5cbcd8ea2bd3,LG-M150 | chrome 66.0 for android,LG-M150,mobile,"",chrome 66.0 for android,"",1,1,1
Da429ac382918,rv:58.0 | Mac OS X 10.12 | firefox 58.0 | 2880x1800,rv:58.0,desktop,Mac OS X 10.12,firefox 58.0,2880x1800,1,1,1
D31d44b057cc2,iOS Device | iOS 11.2.6 | google | 2208x1242,iOS Device,mobile,iOS 11.2.6,google,2208x1242,1,1,1
Dacb903edbbe1,SM-S920L | Android 5.0.2 | chrome 62.0 for android | 960x540,SM-S920L,mobile,Android 5.0.2,chrome 62.0 for android,960x540,1,1,1
D24b05f1577f2,rv:57.0 | Windows 7 | firefox 57.0 | 1600x900,rv:57.0,desktop,Windows 7,firefox 57.0,1600x900,1,1,1
D60bc3e5aea5b,SM-T113NU Build/KTU84P | chrome 62.0 for android,SM-T113NU Build/KTU84P,mobile,"",chrome 62.0 for android,"",1,1,1
D1d6abdef960a,SM-P550 Build/MMB29M | chrome 61.0 for android,SM-P550 Build/MMB29M,mobile,"",chrome 61.0 for android,"",2,1,1
Dd2f232b80186,SAMSUNG-SM-N920A Build/NRD90M | Android 7.0 | chrome 61.0 for android,SAMSUNG-SM-N920A Build/NRD90M,mobile,Android 7.0,chrome 61.0 for android,"",1,1,1
Deec200d9fcf2,LGMP260 Build/NRD90U | Android 7.0 | chrome 66.0 for android | 1280x720,LGMP260 Build/NRD90U,mobile,Android 7.0,chrome 66.0 for android,1280x720,1,1,1
D28b49392f972,SM-J120H Build/LMY47V | chrome 59.0 for android,SM-J120H Build/LMY47V,mobile,"",chrome 59.0 for android,"",1,1,1
Dfa50ab289e74,Redmi Note 3 Build/MMB29M | chrome 62.0 for android,Redmi Note 3 Build/MMB29M,mobile,"",chrome 62.0 for android,"",1,1,1
D515db195e571,Windows | Windows Vista | ie | 1280x720,Windows,desktop,Windows Vista,ie,1280x720,2,1,1
Da98a4478d1c7,Windows | Windows 7 | chrome 62.0 | 1280x960,Windows,desktop,Windows 7,chrome 62.0,1280x960,1,1,1
De348095f7076,LGMP450 Build/NRD90U | Android 7.0 | chrome 62.0 for android,LGMP450 Build/NRD90U,mobile,Android 7.0,chrome 62.0 for android,"",1,1,1
D163ee64d685b,LGMS550 Build/MXB48T | Android 6.0.1 | chrome 55.0 for android | 1280x720,LGMS550 Build/MXB48T,mobile,Android 6.0.1,chrome 55.0 for android,1280x720,1,1,1
D11da664e9be6,rv:57.0 | Windows 10 | firefox | 1280x768,rv:57.0,desktop,Windows 10,firefox,1280x768,1,1,1
Ddd5082d8f59f,MacOS | Mac OS X 10_10_5 | chrome 62.0 | 2048x1152,MacOS,desktop,Mac OS X 10_10_5,chrome 62.0,2048x1152,2,1,1
D637df0404ecd,CRO-L03 Build/HUAWEICRO-L03 | chrome 62.0 for android,CRO-L03 Build/HUAWEICRO-L03,mobile,"",chrome 62.0 for android,"",1,1,1
Da45267177ad2,Ilium X510 Build/MRA58K | chrome 55.0 for android,Ilium X510 Build/MRA58K,mobile,"",chrome 55.0 for android,"",2,1,1
Dcf5015611d40,MacOS | Mac OS X 10_12_6 | opera 49.0 | 3360x2100,MacOS,desktop,Mac OS X 10_12_6,opera 49.0,3360x2100,1,1,1
Dd4c37afae847,SM-J327T1 Build/NRD90M | Android 7.0 | chrome 60.0 for android | 1280x720,SM-J327T1 Build/NRD90M,mobile,Android 7.0,chrome 60.0 for android,1280x720,1,1,1
D96f6e0d1045d,Windows | Windows 8.1 | firefox 57.0 | 1440x900,Windows,desktop,Windows 8.1,firefox 57.0,1440x900,1,1,1
D6c33af40564a,rv:56.0 | Mac OS X 10.10 | firefox 56.0 | 1366x768,rv:56.0,desktop,Mac OS X 10.10,firefox 56.0,1366x768,1,1,1
D459ebf804b39,MacOS | Mac OS X 10_11_5 | chrome 62.0 | 1440x900,MacOS,desktop,Mac OS X 10_11_5,chrome 62.0,1440x900,1,1,1
D98f255cb67e7,MacOS | Mac OS X 10_12_6 | chrome 56.0 | 2880x1800,MacOS,desktop,Mac OS X 10_12_6,chrome 56.0,2880x1800,1,1,1
D94624d5a310f,SM-J500M Build/LMY48B | chrome 66.0 for android,SM-J500M Build/LMY48B,mobile,"",chrome 66.0 for android,"",2,1,1
Da0a92f516716,SM-T710 Build/NRD90M | Android 7.0 | chrome 60.0 for android | 2048x1536,SM-T710 Build/NRD90M,mobile,Android 7.0,chrome 60.0 for android,2048x1536,1,1,1
D66671b4c3218,SM-J727T1 Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1280x720,SM-J727T1 Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,1280x720,3,1,1
Da63c22106724,Alumini3Plus | android webview 4.0,Alumini3Plus,mobile,"",android webview 4.0,"",1,1,1
Dd14ff8ad6912,HTC Desire 626s Build/LMY47O | chrome 60.0 for android,HTC Desire 626s Build/LMY47O,mobile,"",chrome 60.0 for android,"",1,1,1
D943dedc69814,SM-T310 Build/KOT49H | chrome 63.0 for android,SM-T310 Build/KOT49H,mobile,"",chrome 63.0 for android,"",1,1,1
Dbd4b18dc8b4a,SM-G570M Build/NRD90M | android webview 4.0,SM-G570M Build/NRD90M,mobile,"",android webview 4.0,"",1,1,1
Dc6ff808fc927,SM-G930T1 | Android 7.0 | chrome 63.0 for android | 1920x1080,SM-G930T1,mobile,Android 7.0,chrome 63.0 for android,1920x1080,1,1,1
D059847801154,MacOS | Mac OS X 10_12_2 | chrome 63.0 | 1920x1080,MacOS,desktop,Mac OS X 10_12_2,chrome 63.0,1920x1080,1,1,1
Dcf7e44034074,Windows NT 6.1 | Windows 7 | ie | 1684x947,Windows NT 6.1,desktop,Windows 7,ie,1684x947,2,1,1
Df30ea008e441,SM-G950U Build/NRD90M | Android 7.0 | chrome 60.0 for android | 2960x1440,SM-G950U Build/NRD90M,mobile,Android 7.0,chrome 60.0 for android,2960x1440,1,1,1
D26cae7718c32,facebook,"",mobile,"",facebook,"",1,1,1
Dc40072c23466,MacOS | Mac OS X 10_9_5 | safari 9.0 | 1280x1024,MacOS,desktop,Mac OS X 10_9_5,safari 9.0,1280x1024,1,1,1
D63cbe19476d2,SM-G530T | Android 5.1.1 | chrome 61.0 for android | 960x540,SM-G530T,mobile,Android 5.1.1,chrome 61.0 for android,960x540,1,1,1
D8123bbfbb8ab,MacOS | Mac OS X 10_12_1 | safari generic | 5120x2880,MacOS,desktop,Mac OS X 10_12_1,safari generic,5120x2880,1,1,1
D1e9d9c395674,Lenovo A6020l37 Build/LMY47V | chrome 62.0 for android,Lenovo A6020l37 Build/LMY47V,mobile,"",chrome 62.0 for android,"",1,1,1
D55885e28ee7a,SAMSUNG-SM-G900A Build/MMB29M | Android 6.0.1 | samsung browser 4.0 | 1920x1080,SAMSUNG-SM-G900A Build/MMB29M,mobile,Android 6.0.1,samsung browser 4.0,1920x1080,7,1,1
D85ba6b3c2fb4,G3423 | chrome 63.0 for android,G3423,mobile,"",chrome 63.0 for android,"",1,1,1
D1764e771e378,MacOS | Mac OS X 10_11_6 | chrome 58.0 | 1920x1080,MacOS,desktop,Mac OS X 10_11_6,chrome 58.0,1920x1080,5,1,1
D2962f7084666,LG-M320 Build/NRD90U | chrome 60.0 for android,LG-M320 Build/NRD90U,mobile,"",chrome 60.0 for android,"",1,1,1
D25cfd3d18251,SM-T825 Build/NRD90M | chrome generic for android,SM-T825 Build/NRD90M,mobile,"",chrome generic for android,"",1,1,1
D5deccb1e4780,Windows | Windows 7 | chrome 63.0 | 1512x945,Windows,desktop,Windows 7,chrome 63.0,1512x945,1,1,1
D6c2ed74a24d3,Windows | Windows 10 | edge 15.0 | 1400x1050,Windows,desktop,Windows 10,edge 15.0,1400x1050,1,1,1
Dbd29a654b406,Techpad | chrome generic for android,Techpad,mobile,"",chrome generic for android,"",1,1,1
D1a03ffc91ca2,LGL164VL Build/NRD90U | Android 7.0 | chrome generic for android | 1280x720,LGL164VL Build/NRD90U,mobile,Android 7.0,chrome generic for android,1280x720,1,1,1
D470579fe0e67,SM-A530F Build/NMF26X | chrome generic for android,SM-A530F Build/NMF26X,mobile,"",chrome generic for android,"",1,1,1
Da7f0e5bb2961,iOS Device | iOS 11.2.1 | chrome 63.0 for ios | 2224x1668,iOS Device,mobile,iOS 11.2.1,chrome 63.0 for ios,2224x1668,1,1,1
D73cee3e811e9,Moto E (4) Plus Build/NMA26.42-11-3 | android webview 4.0,Moto E (4) Plus Build/NMA26.42-11-3,mobile,"",android webview 4.0,"",1,1,1
D806e1da907f6,ASUS_X018D | chrome generic for android,ASUS_X018D,mobile,"",chrome generic for android,"",1,1,1
D6a8cd28b6d0e,SM-G935T Build/NRD90M | chrome 66.0 for android,SM-G935T Build/NRD90M,mobile,"",chrome 66.0 for android,"",1,1,1
Dada60e6d1e91,iOS Device | iOS 11.2.5 | chrome 66.0 for ios | 2436x1125,iOS Device,mobile,iOS 11.2.5,chrome 66.0 for ios,2436x1125,1,1,1
D652ed459b677,LG-D693n | chrome 62.0 for android,LG-D693n,mobile,"",chrome 62.0 for android,"",1,1,1
Ddd26754f5e1d,LG-D850 | chrome 58.0 for android,LG-D850,mobile,"",chrome 58.0 for android,"",1,1,1
D842afcc7550a,Windows | Windows 10 | chrome 59.0,Windows,desktop,Windows 10,chrome 59.0,"",1,1,1
Dbe7a90b72746,VS996 | chrome 63.0 for android,VS996,mobile,"",chrome 63.0 for android,"",1,1,1
D164af563990f,XT1053 Build/LPAS23.12-21.7-1 | chrome,XT1053 Build/LPAS23.12-21.7-1,mobile,"",chrome,"",13,1,1
D6963b554a903,Windows | Windows 10 | chrome generic | 1600x1200,Windows,desktop,Windows 10,chrome generic,1600x1200,1,1,1
D0fe1f722deaf,F5121 Build/34.3.A.0.252 | chrome 61.0 for android,F5121 Build/34.3.A.0.252,mobile,"",chrome 61.0 for android,"",1,1,1
D0c79f9641ca0,831C | Android 6.0 | chrome 63.0 for android | 1920x1080,831C,mobile,Android 6.0,chrome 63.0 for android,1920x1080,1,1,1
D3d0301f30ab8,S57 Build/KTU84P | chrome 63.0 for android,S57 Build/KTU84P,mobile,"",chrome 63.0 for android,"",1,1,1
D1b49a93b6508,SM-G930T Build/NRD90M | Android 7.0 | chrome 65.0 for android | 2560x1440,SM-G930T Build/NRD90M,mobile,Android 7.0,chrome 65.0 for android,2560x1440,1,1,1
D80092b146455,MacOS | Mac OS X 10_7_5 | chrome 49.0 | 1600x1200,MacOS,desktop,Mac OS X 10_7_5,chrome 49.0,1600x1200,1,1,1
D9f7ba273998d,LG-V410 | chrome 62.0 for android,LG-V410,mobile,"",chrome 62.0 for android,"",1,1,1
D01a213419927,Blade A475 Build/LMY47D | chrome 52.0 for android,Blade A475 Build/LMY47D,mobile,"",chrome 52.0 for android,"",1,1,1
D705731ea6cf1,LG-H870 Build/NRD90U | other,LG-H870 Build/NRD90U,mobile,"",other,"",1,1,1
Dc0d81f384d39,Moto Z2 Play Build/NPSS26.118-19-4 | chrome generic for android,Moto Z2 Play Build/NPSS26.118-19-4,mobile,"",chrome generic for android,"",1,1,1
Ddb9359b1e68c,SM-G955U Build/NRD90M | Android 7.0 | chrome 60.0 for android,SM-G955U Build/NRD90M,mobile,Android 7.0,chrome 60.0 for android,"",1,1,1
Da76fbaa805ac,XT1021 Build/KXC21.5-40 | chrome 57.0 for android,XT1021 Build/KXC21.5-40,mobile,"",chrome 57.0 for android,"",2,1,1
D27d3d952c2a6,BLU | chrome 60.0 for android,BLU,mobile,"",chrome 60.0 for android,"",1,1,1
D4b6e75524e4d,rv:57.0 | Mac OS X 10.13 | firefox 57.0 | 3440x1440,rv:57.0,desktop,Mac OS X 10.13,firefox 57.0,3440x1440,1,1,1
D7864f9574354,SM-G531H Build/LMY48B | chrome,SM-G531H Build/LMY48B,mobile,"",chrome,"",1,1,1
Df8e4404a8c29,E6603 Build/32.4.A.1.54 | chrome 65.0 for android,E6603 Build/32.4.A.1.54,mobile,"",chrome 65.0 for android,"",1,1,1
D2887e6f9028c,SM-G570M Build/MMB29K | chrome 61.0 for android,SM-G570M Build/MMB29K,mobile,"",chrome 61.0 for android,"",1,1,1
D33b9f43508ee,Windows | Windows 8.1 | chrome 64.0 | 1280x1025,Windows,desktop,Windows 8.1,chrome 64.0,1280x1025,1,1,1
D20916015db60,Z9 PLUS Build/NRD90M | chrome 66.0 for android,Z9 PLUS Build/NRD90M,mobile,"",chrome 66.0 for android,"",1,1,1
D57ecc2afd09b,Redmi 5 Plus Build/N2G47H | chrome 64.0 for android,Redmi 5 Plus Build/N2G47H,mobile,"",chrome 64.0 for android,"",1,1,1
D4db70c08930d,LG-M210 Build/NRD90U | Android 7.0 | chrome 63.0 for android | 1280x720,LG-M210 Build/NRD90U,mobile,Android 7.0,chrome 63.0 for android,1280x720,1,1,1
Dbfd8c85ffbfd,SM-T280 Build/LMY47V | chrome 63.0 for android,SM-T280 Build/LMY47V,mobile,"",chrome 63.0 for android,"",1,1,1
D519cb91e4a1c,Windows | Windows 8.1 | chrome 63.0 | 1280x800,Windows,desktop,Windows 8.1,chrome 63.0,1280x800,1,1,1
D884959154b02,SAMSUNG | Android 7.1.1 | samsung browser 6.2,SAMSUNG,mobile,Android 7.1.1,samsung browser 6.2,"",1,1,1
Db1488b9d0aaa,verykools4009 | chrome 62.0 for android,verykools4009,mobile,"",chrome 62.0 for android,"",2,1,1
De83cb7c7e67c,MotoG3 Build/MPI24.65-25.1 | chrome 63.0 for android,MotoG3 Build/MPI24.65-25.1,mobile,"",chrome 63.0 for android,"",3,1,1
Df3c6a69db10d,HUAWEI | chrome 61.0 for android,HUAWEI,mobile,"",chrome 61.0 for android,"",1,1,1
Dbe4996278d8b,SM-A510M Build/LMY47X | chrome 64.0 for android,SM-A510M Build/LMY47X,mobile,"",chrome 64.0 for android,"",1,1,1
D66f03bc57a4d,SAMSUNG SM-G925I Build/NRD90M | samsung browser 5.4,SAMSUNG SM-G925I Build/NRD90M,mobile,"",samsung browser 5.4,"",1,1,1
D86849e263e47,XT1072 | chrome 64.0 for android,XT1072,mobile,"",chrome 64.0 for android,"",1,1,1
Dd81e3776d462,VS995 Build/NRD90M | chrome 64.0 for android,VS995 Build/NRD90M,mobile,"",chrome 64.0 for android,"",1,1,1
De05d33cc61f5,rv:38.0 | Windows 7 | firefox | 1920x1080,rv:38.0,desktop,Windows 7,firefox,1920x1080,1,1,1
Dc63b4a57b9af,XT1040 | chrome,XT1040,desktop,"",chrome,"",1,1,1
D03260fa1fc5f,4009F | chrome 65.0 for android,4009F,mobile,"",chrome 65.0 for android,"",2,1,1
Db4a53ac84067,rv:59.0 | Mac OS X 10.12 | firefox 59.0 | 4096x2304,rv:59.0,desktop,Mac OS X 10.12,firefox 59.0,4096x2304,2,1,1
D2b5a6f848a7d,XT1585 Build/NCK25.118-10.5 | Android 7.0 | chrome generic for android | 2560x1440,XT1585 Build/NCK25.118-10.5,mobile,Android 7.0,chrome generic for android,2560x1440,1,1,1
Dbd87cca355c6,D5316 Build/19.4.A.0.182 | chrome 64.0 for android,D5316 Build/19.4.A.0.182,mobile,"",chrome 64.0 for android,"",1,1,1
D36108358cc6d,8050G Build/LMY47I | chrome 64.0 for android,8050G Build/LMY47I,mobile,"",chrome 64.0 for android,"",1,1,1
D839b8065acc2,ASUS_X00HD Build/NMF26F | chrome generic for android,ASUS_X00HD Build/NMF26F,mobile,"",chrome generic for android,"",1,1,1
De813625dc8ea,PSPC550 Build/LMY47D | samsung browser 6.4,PSPC550 Build/LMY47D,mobile,"",samsung browser 6.4,"",1,1,1
D17bacd2f053a,SM-A710M Build/LMY47X | chrome generic,SM-A710M Build/LMY47X,desktop,"",chrome generic,"",1,1,1
D1e99bf47fdc6,SM-G900F Build/KOT49H | chrome 63.0 for android,SM-G900F Build/KOT49H,mobile,"",chrome 63.0 for android,"",1,1,1
D36dd2fc0e21c,rv:46.0 | Windows 7 | firefox | 1920x1080,rv:46.0,desktop,Windows 7,firefox,1920x1080,1,1,1
D1ee00dffbde1,rv:59.0 | Mac OS X 10.13 | firefox 59.0 | 1024x768,rv:59.0,desktop,Mac OS X 10.13,firefox 59.0,1024x768,1,1,1
D26d7dc70b89c,Moto G (5) Build/NPPS25.137-93-8 | chrome generic,Moto G (5) Build/NPPS25.137-93-8,desktop,"",chrome generic,"",1,1,1
Ddd95ab06e627,SAMSUNG SM-G890A Build/NRD90M | Android 7.0 | samsung browser 6.4 | 2560x1440,SAMSUNG SM-G890A Build/NRD90M,mobile,Android 7.0,samsung browser 6.4,2560x1440,1,1,1
D6ab8124fa572,E2104 Build/24.0.A.5.14 | chrome 66.0 for android,E2104 Build/24.0.A.5.14,mobile,"",chrome 66.0 for android,"",1,1,1
D052f66b9e12a,XT1058 Build/LPAS23.12-21.7-1 | chrome 66.0 for android,XT1058 Build/LPAS23.12-21.7-1,mobile,"",chrome 66.0 for android,"",1,1,1
D0419f3817f4f,Moto G (4) Build/NPJ25.93-14.7 | chrome 63.0 for android,Moto G (4) Build/NPJ25.93-14.7,mobile,"",chrome 63.0 for android,"",1,1,1
Df187d5ff2a57,S.N.O.W.4 | Windows 7 | ie 11.0 for desktop | 1680x1050,S.N.O.W.4,desktop,Windows 7,ie 11.0 for desktop,1680x1050,1,1,1
D8906c114d27f,MacOS | Mac OS X 10_10_5 | safari 10.0 | 2560x1440,MacOS,desktop,Mac OS X 10_10_5,safari 10.0,2560x1440,1,1,1
D43e72d26cf1b,Moto | Android 7.1.1 | chrome 66.0 for android | 1280x720,Moto,mobile,Android 7.1.1,chrome 66.0 for android,1280x720,1,1,1
Dca03dff2de65,SAMSUNG SM-A510M Build/MMB29K | samsung browser 6.2,SAMSUNG SM-A510M Build/MMB29K,mobile,"",samsung browser 6.2,"",1,1,1
D98ccd047882f,SM-N910V Build/MMB29M | Android 6.0.1 | chrome generic for android | 2560x1440,SM-N910V Build/MMB29M,mobile,Android 6.0.1,chrome generic for android,2560x1440,2,1,1
D32e371a2a0ff,MacOS | Mac OS X 10_13_4 | chrome 66.0 | 3696x2310,MacOS,desktop,Mac OS X 10_13_4,chrome 66.0,3696x2310,1,1,1
Da816a45c1c6d,iOS Device | iOS 11.1.0 | mobile safari generic | 2436x1125,iOS Device,mobile,iOS 11.1.0,mobile safari generic,2436x1125,1,1,1
D49a27c5326ef,SM-P550 | chrome 66.0 for android,SM-P550,mobile,"",chrome 66.0 for android,"",1,1,1
D4c35f5a35842,SM-J105B Build/LMY47V | chrome generic,SM-J105B Build/LMY47V,desktop,"",chrome generic,"",1,1,1
Db00fa883d1ad,MacOS | Mac OS X 10_12_3 | safari generic | 3360x2100,MacOS,desktop,Mac OS X 10_12_3,safari generic,3360x2100,1,1,1
D1b1a14aea649,Hisense L675 Build/MRA58K | chrome generic for android,Hisense L675 Build/MRA58K,mobile,"",chrome generic for android,"",1,1,1
D4acb2f7eef04,SM-G550T1 Build/MMB29K | chrome 65.0 for android,SM-G550T1 Build/MMB29K,mobile,"",chrome 65.0 for android,"",1,1,1
Df59a60c8cad2,MacOS | Mac OS X 10_13_3 | safari 11.0 | 1920x1080,MacOS,desktop,Mac OS X 10_13_3,safari 11.0,1920x1080,1,1,1
D36ddd6c8b4b2,Redmi 5 Plus Build/N2G47H | chrome generic for android,Redmi 5 Plus Build/N2G47H,mobile,"",chrome generic for android,"",1,1,1
D7bd1655b7b2d,Z956 Build/MMB29M | chrome 62.0 for android,Z956 Build/MMB29M,mobile,"",chrome 62.0 for android,"",1,1,1
D8ea4aa5d1ba7,Windows | Windows 8.1 | firefox 58.0 | 1440x900,Windows,desktop,Windows 8.1,firefox 58.0,1440x900,1,1,1
D286ed44ef76c,MacOS | Mac | chrome 58.0 | 2880x1800,MacOS,desktop,Mac,chrome 58.0,2880x1800,1,1,1
Dfb4141d195db,SM-J700T Build/NMF26X | Android 7.1.1 | chrome 66.0 for android | 1280x720,SM-J700T Build/NMF26X,mobile,Android 7.1.1,chrome 66.0 for android,1280x720,1,1,1
D827112cc8460,MacOS | Mac OS X 10_13_4 | chrome 66.0 | 1584x990,MacOS,desktop,Mac OS X 10_13_4,chrome 66.0,1584x990,1,1,1
D50e413e031bb,SAMSUNG SM-G570M Build/MMB29K | samsung browser 5.4,SAMSUNG SM-G570M Build/MMB29K,mobile,"",samsung browser 5.4,"",1,1,1
Da58c65a02d81,Android | chrome 66.0 | 1920x1080,"",mobile,Android,chrome 66.0,1920x1080,1,1,1
D10fa9990359d,LG-H811 Build/MRA58K | Android 6.0 | chrome 66.0 for android | 2560x1440,LG-H811 Build/MRA58K,mobile,Android 6.0,chrome 66.0 for android,2560x1440,1,1,1
D7822301be71a,Hisense L675 Build/MRA58K | chrome 55.0 for android,Hisense L675 Build/MRA58K,mobile,"",chrome 55.0 for android,"",1,1,1
D0624ea3e395e,Windows | Windows 10 | firefox generic | 4500x3000,Windows,desktop,Windows 10,firefox generic,4500x3000,3,1,1
D1fa232f9c0d5,ILIUM | chrome 58.0 for android,ILIUM,mobile,"",chrome 58.0 for android,"",1,1,1
Dd7251eca65df,LG-H320 Build/LRX21Y | chrome 51.0 for android,LG-H320 Build/LRX21Y,mobile,"",chrome 51.0 for android,"",1,1,1
Debb141a583fd,MacOS | Mac OS X 10_11_6 | chrome | 1440x900,MacOS,desktop,Mac OS X 10_11_6,chrome,1440x900,1,1,1
Dea5e393beb97,Trident/7.0 | other | Nokia/Lumia,Trident/7.0,mobile,other,Nokia/Lumia,"",1,1,1
D59acd0e06e70,SM-J120M | chrome 64.0 for android,SM-J120M,mobile,"",chrome 64.0 for android,"",1,1,1
D4a16395ada30,rv:57.0 | Windows 7 | firefox 57.0 | 1600x1200,rv:57.0,desktop,Windows 7,firefox 57.0,1600x1200,1,1,1
D281acac46ba9,Windows | Windows 8.1 | firefox 56.0 | 1920x1080,Windows,desktop,Windows 8.1,firefox 56.0,1920x1080,1,1,1
D3ea35bd87310,Aquaris | chrome 63.0 for android,Aquaris,mobile,"",chrome 63.0 for android,"",3,1,1
D31f8d5b8c5dd,SAMSUNG-SGH-I337 Build/KOT49H | chrome 62.0 for android,SAMSUNG-SGH-I337 Build/KOT49H,mobile,"",chrome 62.0 for android,"",8,1,1
Da6de081f66b0,Android 4.4.2 | Android 4.4.2 | other | 1024x600,Android 4.4.2,mobile,Android 4.4.2,other,1024x600,1,1,1
Dbcf23c8bb27c,MacOS | Mac OS X 10_11_3 | safari generic | 1680x1050,MacOS,desktop,Mac OS X 10_11_3,safari generic,1680x1050,1,1,1
D8c9aba6f673f,SM-A300FU Build/MMB29M | chrome 63.0 for android,SM-A300FU Build/MMB29M,mobile,"",chrome 63.0 for android,"",1,1,1
D5563b4eccb07,LG-H990 Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2560x1440,LG-H990 Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,2560x1440,1,1,1
De1ad0d036e35,Fractal | android webview 4.0,Fractal,mobile,"",android webview 4.0,"",2,1,1
Dc9abb3115703,MotoG3 Build/MPIS24.107-55-2-17 | chrome 58.0 for android,MotoG3 Build/MPIS24.107-55-2-17,mobile,"",chrome 58.0 for android,"",1,1,1
D2246c92fb984,SAMSUNG SM-G950F Build/R16NW | samsung browser 5.2,SAMSUNG SM-G950F Build/R16NW,mobile,"",samsung browser 5.2,"",1,1,1
D38cb305a9577,ILIUM | chrome 59.0 for android,ILIUM,mobile,"",chrome 59.0 for android,"",1,1,1
Dc042afa14511,MacOS | Mac OS X 10_11_6 | chrome 59.0 | 2560x1600,MacOS,desktop,Mac OS X 10_11_6,chrome 59.0,2560x1600,1,1,1
Df738721f3ccd,SM-G550T1 Build/MMB29K | Android 6.0.1 | chrome 61.0 for android | 1280x720,SM-G550T1 Build/MMB29K,mobile,Android 6.0.1,chrome 61.0 for android,1280x720,1,1,1
D015f546d2427,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1280x960,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1280x960,1,1,1
D96451c98eac0,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2732x2048,iOS Device,mobile,iOS 11.1.0,mobile safari 11.0,2732x2048,1,1,1
D1a220ca002a5,XT1008 Build/LPBS23.13-56-2 | chrome 62.0 for android,XT1008 Build/LPBS23.13-56-2,mobile,"",chrome 62.0 for android,"",1,1,1
Dbc9046201074,rv:57.0 | Android 7.0 | Generic/Android 7.0 | 2392x1440,rv:57.0,mobile,Android 7.0,Generic/Android 7.0,2392x1440,1,1,1
D9007e02366ed,SAMSUNG SM-G950U1 Build/NRD90M | samsung browser 5.4,SAMSUNG SM-G950U1 Build/NRD90M,mobile,"",samsung browser 5.4,"",2,1,1
D3fb48310596a,SAMSUNG-SM-G890A Build/MMB29K | Android 6.0.1 | chrome 63.0 for android | 2560x1440,SAMSUNG-SM-G890A Build/MMB29K,mobile,Android 6.0.1,chrome 63.0 for android,2560x1440,2,1,1
D692da98ee507,E6653 Build/32.4.A.1.54 | chrome 64.0 for android,E6653 Build/32.4.A.1.54,mobile,"",chrome 64.0 for android,"",1,1,1
Dc2ec899f923b,rv:56.0 | Mac OS X 10.10 | firefox 56.0 | 1440x900,rv:56.0,desktop,Mac OS X 10.10,firefox 56.0,1440x900,1,1,1
D4e25480153e4,Windows | Windows 10 | edge 16.0 | 2735x1823,Windows,desktop,Windows 10,edge 16.0,2735x1823,2,1,1
D4aacac18b762,SAMSUNG SM-N950U1 Build/NMF26X | samsung browser 6.2,SAMSUNG SM-N950U1 Build/NMF26X,mobile,"",samsung browser 6.2,"",1,1,1
D29b23b003c2f,MacOS | Mac | chrome 60.0 | 1440x900,MacOS,desktop,Mac,chrome 60.0,1440x900,1,1,1
D15ab34285fdd,Windows | Windows 7 | chrome 60.0 | 1360x768,Windows,desktop,Windows 7,chrome 60.0,1360x768,1,1,1
D0e6ed556c7b6,HUAWEI G7-L03 Build/HuaweiG7-L03 | chrome 54.0 for android,HUAWEI G7-L03 Build/HuaweiG7-L03,mobile,"",chrome 54.0 for android,"",1,1,1
D5903b63f2127,SAMSUNG-SM-G900A Build/MMB29M | Android 6.0.1 | chrome 60.0 for android | 1920x1080,SAMSUNG-SM-G900A Build/MMB29M,mobile,Android 6.0.1,chrome 60.0 for android,1920x1080,1,1,1
D6ac79fda8f20,rv:56.0 | Windows 7 | firefox 56.0 | 1600x900,rv:56.0,desktop,Windows 7,firefox 56.0,1600x900,1,1,1
D3ddaf0fd849e,TA-1027 Build/OPR1.170623.026 | chrome 66.0 for android,TA-1027 Build/OPR1.170623.026,mobile,"",chrome 66.0 for android,"",1,1,1
D3ed36c8de2a5,MotoG3 Build/MPIS24.65-25.1-19 | chrome,MotoG3 Build/MPIS24.65-25.1-19,mobile,"",chrome,"",1,1,1
D70fbab5a94d9,iOS Device | iOS 11.2.1 | chrome 62.0 for ios | 2048x1536,iOS Device,mobile,iOS 11.2.1,chrome 62.0 for ios,2048x1536,1,1,1
